Wetterstation 1766 FMO;;;;;;;;
Parameter;Durchschnittl. Temperatur;Durschnittl. rel. Luftfeuchtigkeit;Windgeschwindigkeit;Windrichtung;Durchschn. Luftdruck;Globalstrahlung;Globalstrahlung;Gesamtniederschlag
Einheit;┬░C;%;m/s;deg;hPa;umgerechnet in W/m2;J/cm2;mm
H├Âhe d. Messger├ñts ├╝ber Grund;2 m;2 m;10 m;10 m;0 m;o.A.;o.A.;1 m
H├Âhe d. Station ├╝ber NN;47,8 m;47,8 m;47,8 m;47,8 m;47,8 m;o.A.;o.A.;47,8 m
Messmethode;Platin Widerstandsthermometer;Kapazitiver Feuchtesensor;Schalensternanemometer;Windfahne;Digitalbarometer;o.A.;o.A.;Niederschlagskippwaage
MESS_DATUM;TT_10;RF_10;FF_10;DD_10;PP_10/ Luftdruck;FG in W/m2 (Stundensummen);FG in J/cm2 (Stundensummen);RWS_10
22.11.2025 08:20;-0,8;83,9;1,6;140;1020,6;19,45;1,167;0
22.11.2025 08:30;-0,7;83;2,1;140;1020,6;19,45;1,167;0
22.11.2025 08:40;-0,6;83,3;2;140;1020,6;19,45;1,167;0
22.11.2025 08:50;-0,6;83,7;1,9;140;1020,6;19,45;1,167;0
22.11.2025 09:00;-0,3;81,9;1,9;160;1020,6;127,7833333;7,667;0
22.11.2025 09:10;-0,2;81,5;2;170;1020,6;127,7833333;7,667;0
22.11.2025 09:20;-0,1;81,3;2,2;160;1020,7;127,7833333;7,667;0
22.11.2025 09:30;0,2;80;2,6;160;1020,6;127,7833333;7,667;0
22.11.2025 09:40;0,6;78;2,3;180;1020,6;127,7833333;7,667;0
22.11.2025 09:50;0,7;77,4;2,8;180;1020,5;127,7833333;7,667;0
22.11.2025 10:00;0,9;75,8;2,9;180;1020,5;225;13,5;0
22.11.2025 10:10;1,1;76,5;2,7;170;1020,4;225;13,5;0
22.11.2025 10:20;1,3;76;2,7;170;1020,4;225;13,5;0
22.11.2025 10:30;1,5;74,3;3,2;180;1020,4;225;13,5;0
22.11.2025 10:40;1,8;73,6;2,6;180;1020,3;225;13,5;0
22.11.2025 10:50;1,9;73,4;3,2;180;1020,2;225;13,5;0
22.11.2025 11:00;2,2;72,5;3,1;190;1020,3;286,1166667;17,167;0
22.11.2025 11:10;2,4;71,4;3;200;1020,1;286,1166667;17,167;0
22.11.2025 11:20;2,6;70,7;3,2;190;1020;286,1166667;17,167;0
22.11.2025 11:30;2,9;70,3;3,1;200;1020;286,1166667;17,167;0
22.11.2025 11:40;3,1;68,9;3,1;190;1019,8;286,1166667;17,167;0
22.11.2025 11:50;3,2;67,9;3,4;200;1019,6;286,1166667;17,167;0
22.11.2025 12:00;3,1;67,3;3,9;220;1019,5;277,7833333;16,667;0
22.11.2025 12:10;3,3;67;3,9;210;1019,3;277,7833333;16,667;0
22.11.2025 12:20;3,5;65,2;3,8;200;1019,2;277,7833333;16,667;0
22.11.2025 12:30;3,8;63,5;4,2;200;1019,1;277,7833333;16,667;0
22.11.2025 12:40;3,7;62,9;4,2;200;1019;277,7833333;16,667;0
22.11.2025 12:50;3,6;62,5;4,2;200;1018,8;277,7833333;16,667;0
22.11.2025 13:00;4;62,9;4,2;200;1018,8;244,45;14,667;0
22.11.2025 13:10;3,8;62,4;3,6;190;1018,7;244,45;14,667;0
22.11.2025 13:20;3,8;62,6;4;180;1018,6;244,45;14,667;0
22.11.2025 13:30;3,9;59,3;3,9;190;1018,5;244,45;14,667;0
22.11.2025 13:40;4,1;59,5;3,4;200;1018,4;244,45;14,667;0
22.11.2025 13:50;4;58,6;4;190;1018,4;244,45;14,667;0
22.11.2025 14:00;4;57;3,8;200;1018,3;161,1166667;9,667;0
22.11.2025 14:10;4;56,2;3,5;200;1018,2;161,1166667;9,667;0
22.11.2025 14:20;4;56,6;3,7;190;1018,1;161,1166667;9,667;0
22.11.2025 14:30;3,9;57,8;3,5;190;1018;161,1166667;9,667;0
22.11.2025 14:40;3,8;57,1;3,5;180;1017,9;161,1166667;9,667;0
22.11.2025 14:50;3,8;57,4;3;190;1017,7;161,1166667;9,667;0
22.11.2025 15:00;3,9;54,9;3,6;190;1017,7;75;4,5;0
22.11.2025 15:10;3,8;54,6;3,2;190;1017,5;75;4,5;0
22.11.2025 15:20;3,6;54;3,6;190;1017,4;75;4,5;0
22.11.2025 15:30;3,4;53,7;3,3;190;1017,3;75;4,5;0
22.11.2025 15:40;3,3;51,7;3,2;190;1017,3;75;4,5;0
22.11.2025 15:50;3,1;51,8;3;190;1017,2;75;4,5;0
22.11.2025 16:00;3;49,4;3,5;180;1017,1;11,11666667;0,667;0
22.11.2025 16:10;3,1;44,6;3,7;190;1017;11,11666667;0,667;0
22.11.2025 16:20;2,4;49,3;2,6;180;1016,9;11,11666667;0,667;0
22.11.2025 16:30;2,5;48;3,3;180;1016,8;11,11666667;0,667;0
22.11.2025 16:40;1,8;51,5;2,3;170;1016,7;11,11666667;0,667;0
22.11.2025 16:50;1,7;52,1;1,9;160;1016,6;11,11666667;0,667;0
22.11.2025 17:00;1,6;52,1;2;170;1016,4;0;0;0
22.11.2025 17:10;1,3;53,8;1,7;160;1016,4;0;0;0
22.11.2025 17:20;1,1;54,9;1,9;150;1016,3;0;0;0
22.11.2025 17:30;1;55,8;2,1;150;1016,3;0;0;0
22.11.2025 17:40;0,9;56,6;2,2;150;1016,2;0;0;0
22.11.2025 17:50;0,5;58,4;2,1;140;1016,2;0;0;0
22.11.2025 18:00;0,5;59;2,3;140;1016,1;0;0;0
22.11.2025 18:10;0,6;60,3;2,4;150;1016,1;0;0;0
22.11.2025 18:20;0,7;61,9;2,6;150;1016;0;0;0
22.11.2025 18:30;0,8;63,2;2,9;160;1015,9;0;0;0
22.11.2025 18:40;0,9;63,2;2,8;150;1015,8;0;0;0
22.11.2025 18:50;0,6;63,8;2,5;150;1015,8;0;0;0
22.11.2025 19:00;0,4;65,1;2,6;140;1015,7;0;0;0
22.11.2025 19:10;0,3;66,4;2,4;140;1015,7;0;0;0
22.11.2025 19:20;0,2;67,4;2,6;130;1015,6;0;0;0
22.11.2025 19:30;-0,1;68,5;2,3;140;1015,6;0;0;0
22.11.2025 19:40;-0,2;69,8;2,4;140;1015,6;0;0;0
22.11.2025 19:50;-0,2;69,8;2,7;140;1015,5;0;0;0
22.11.2025 20:00;-0,2;70,6;2,7;150;1015,4;0;0;0
22.11.2025 20:10;-0,4;72,2;2,5;150;1015,3;0;0;0
22.11.2025 20:20;-0,4;72,1;2,7;150;1015,1;0;0;0
22.11.2025 20:30;-0,5;73;2,8;150;1015,1;0;0;0
22.11.2025 20:40;-0,5;73,2;2,9;150;1015;0;0;0
22.11.2025 20:50;-0,5;73;2,7;150;1015;0;0;0
22.11.2025 21:00;-0,5;73;2,9;140;1014,8;0;0;0
22.11.2025 21:10;-0,5;72,7;3;140;1014,7;0;0;0
22.11.2025 21:20;-0,8;73,9;2,5;150;1014,7;0;0;0
22.11.2025 21:30;-0,9;74,1;2,5;140;1014,6;0;0;0
22.11.2025 21:40;-0,9;74,1;2,6;140;1014,5;0;0;0
22.11.2025 21:50;-1;74,4;2,5;140;1014,4;0;0;0
22.11.2025 22:00;-0,9;73,4;2,6;140;1014,3;0;0;0
22.11.2025 22:10;-0,9;73,2;2,7;140;1014,3;0;0;0
22.11.2025 22:20;-1;73;2,8;140;1014,1;0;0;0
22.11.2025 22:30;-1;73,2;3;140;1013,9;0;0;0
22.11.2025 22:40;-0,8;71,4;3,2;140;1013,7;0;0;0
22.11.2025 22:50;-1;72,3;2,7;140;1013,7;0;0;0
22.11.2025 23:00;-1;71,7;3,1;140;1013,6;0;0;0
22.11.2025 23:10;-0,9;71,2;3,2;130;1013,5;0;0;0
22.11.2025 23:20;-1,2;72,4;2,8;130;1013,4;0;0;0
22.11.2025 23:30;-1,2;72,2;2,6;130;1013,3;0;0;0
22.11.2025 23:40;-1,4;73,8;2,4;130;1013,3;0;0;0
22.11.2025 23:50;-1,5;74,1;2,7;130;1013,2;0;0;0
23.11.2025 00:00;-1,3;72,9;2,8;130;1013,1;0;0;0
23.11.2025 00:10;-1,3;73;3,1;130;1013;0;0;0
23.11.2025 00:20;-1,2;72,9;3,4;130;1012,9;0;0;0
23.11.2025 00:30;-1,4;73,6;3,2;130;1012,8;0;0;0
23.11.2025 00:40;-1,4;73,7;3,1;130;1012,8;0;0;0
23.11.2025 00:50;-1,4;74;2,6;130;1012,7;0;0;0
23.11.2025 01:00;-1,7;75,8;2,6;130;1012,5;0;0;0
23.11.2025 01:10;-1,7;75,9;2,3;130;1012,3;0;0;0
23.11.2025 01:20;-1,8;76,4;2,3;130;1012,2;0;0;0
23.11.2025 01:30;-1,9;77;2,2;130;1012,1;0;0;0
23.11.2025 01:40;-2;76,6;2,5;130;1011,9;0;0;0
23.11.2025 01:50;-2;76,8;2,6;130;1011,8;0;0;0
23.11.2025 02:00;-2,3;78,2;2,5;130;1011,6;0;0;0
23.11.2025 02:10;-2,1;77,2;2,9;130;1011,5;0;0;0
23.11.2025 02:20;-2,2;77,2;2,7;130;1011,5;0;0;0
23.11.2025 02:30;-2,2;77,3;3;130;1011,3;0;0;0
23.11.2025 02:40;-2,1;76,2;3,4;130;1011,2;0;0;0
23.11.2025 02:50;-2,2;76,7;3,2;130;1011;0;0;0
23.11.2025 03:00;-2;75,3;3,2;130;1010,8;0;0;0
23.11.2025 03:10;-2,2;76,2;3,2;130;1010,7;0;0;0
23.11.2025 03:20;-2,3;76,3;3,1;130;1010,5;0;0;0
23.11.2025 03:30;-2,4;76,7;3,2;130;1010,3;0;0;0
23.11.2025 03:40;-2,6;77,8;3;130;1010,1;0;0;0
23.11.2025 03:50;-2,6;77,4;2,7;130;1009,9;0;0;0
23.11.2025 04:00;-2,7;77,7;2,7;130;1009,8;0;0;0
23.11.2025 04:10;-2,8;77,8;3;130;1009,6;0;0;0
23.11.2025 04:20;-2,8;77,4;3;130;1009,5;0;0;0
23.11.2025 04:30;-2,8;76,7;3,1;130;1009,4;0;0;0
23.11.2025 04:40;-2,8;76,8;2,8;130;1009,2;0;0;0
23.11.2025 04:50;-2,8;76,8;2,3;120;1009,1;0;0;0
23.11.2025 05:00;-2,8;75,9;2,7;130;1009;0;0;0
23.11.2025 05:10;-2,6;74,4;3,1;130;1008,9;0;0;0
23.11.2025 05:20;-2,6;74,1;2,8;130;1008,8;0;0;0
23.11.2025 05:30;-2,6;73,9;3;130;1008,6;0;0;0
23.11.2025 05:40;-2,7;74;3,1;130;1008,5;0;0;0
23.11.2025 05:50;-2,5;72,7;2,6;130;1008,4;0;0;0
23.11.2025 06:00;-2,5;72,1;2,9;130;1008,3;0;0;0
23.11.2025 06:10;-2,4;72,1;3,4;130;1008,3;0;0;0
23.11.2025 06:20;-2,4;72,6;3,5;130;1008,1;0;0;0
23.11.2025 06:30;-2,4;73;3,3;130;1008;0;0;0
23.11.2025 06:40;-2,5;73,2;3,6;130;1007,9;0;0;0
23.11.2025 06:50;-2,5;73,2;3,7;130;1007,7;0;0;0
23.11.2025 07:00;-2,4;72,2;3,6;130;1007,4;0;0;0
23.11.2025 07:10;-2,5;72,7;3,8;130;1007,3;0;0;0
23.11.2025 07:20;-2,4;71,7;3,8;130;1007,3;0;0;0
23.11.2025 07:30;-2,4;71,7;3,4;130;1007,1;0;0;0
23.11.2025 07:40;-2,4;71,9;3,1;130;1007,1;0;0;0
23.11.2025 07:50;-2,3;70,9;3;130;1007;0;0;0
23.11.2025 08:00;-2,3;71;3,4;130;1006,9;16,66666667;1;0
23.11.2025 08:10;-2,2;69,6;3,3;130;1007;16,66666667;1;0
23.11.2025 08:20;-2,2;69,6;3;140;1006,9;16,66666667;1;0
23.11.2025 08:30;-2,2;69;3;140;1006,8;16,66666667;1;0
23.11.2025 08:40;-2;67,8;3,1;140;1006,7;16,66666667;1;0
23.11.2025 08:50;-2;68,5;2,9;140;1006,6;16,66666667;1;0
23.11.2025 09:00;-1,9;68,5;2,6;130;1006,4;63,88333333;3,833;0
23.11.2025 09:10;-1,8;67,5;2,4;130;1006,3;63,88333333;3,833;0
23.11.2025 09:20;-1,6;66,5;2,6;130;1006,1;63,88333333;3,833;0
23.11.2025 09:30;-1,2;64,6;2,9;130;1006;63,88333333;3,833;0
23.11.2025 09:40;-1,2;63,6;2,9;130;1005,9;63,88333333;3,833;0
23.11.2025 09:50;-1,1;63,9;2,9;140;1005,8;63,88333333;3,833;0
23.11.2025 10:00;-0,9;62,9;2,6;140;1005,6;119,45;7,167;0
23.11.2025 10:10;-0,5;61,7;2,4;140;1005,4;119,45;7,167;0
23.11.2025 10:20;0,3;54,4;2,9;140;1005,2;119,45;7,167;0
23.11.2025 10:30;0,7;52,3;3,2;150;1005,1;119,45;7,167;0
23.11.2025 10:40;1;51,7;4,1;150;1004,9;119,45;7,167;0
23.11.2025 10:50;1,2;50,7;4,1;150;1004,8;119,45;7,167;0
23.11.2025 11:00;1,5;49,4;4,1;150;1004,5;127,7833333;7,667;0
23.11.2025 11:10;1,6;48,5;4,9;150;1004,1;127,7833333;7,667;0
23.11.2025 11:20;1,7;47,4;5,2;150;1004,1;127,7833333;7,667;0
23.11.2025 11:30;1,9;47,1;5;150;1003,8;127,7833333;7,667;0
23.11.2025 11:40;2;45,9;5;150;1003,6;127,7833333;7,667;0
23.11.2025 11:50;2,1;44,5;5,6;150;1003,4;127,7833333;7,667;0
23.11.2025 12:00;2,3;43,4;5,3;150;1003;197,2166667;11,833;0
23.11.2025 12:10;2,3;42,6;6;150;1002,7;197,2166667;11,833;0
23.11.2025 12:20;2,3;42,6;5,7;160;1002,4;197,2166667;11,833;0
23.11.2025 12:30;2,5;42,7;5;150;1002;197,2166667;11,833;0
23.11.2025 12:40;2,7;42,3;5,1;150;1001,6;197,2166667;11,833;0
23.11.2025 12:50;2,7;41,6;5,6;150;1001,3;197,2166667;11,833;0
23.11.2025 13:00;3;43,1;5,2;150;1001,1;172,2166667;10,333;0
23.11.2025 13:10;2,7;42,5;5,2;150;1000,8;172,2166667;10,333;0
23.11.2025 13:20;2,8;42;5,9;150;1000,6;172,2166667;10,333;0
23.11.2025 13:30;3;41;5,9;150;1000,2;172,2166667;10,333;0
23.11.2025 13:40;3,7;40,5;5,9;150;1000;172,2166667;10,333;0
23.11.2025 13:50;3,2;39,9;5,4;160;999,5;172,2166667;10,333;0
23.11.2025 14:00;3,1;41;5,7;150;999,3;122,2166667;7,333;0
23.11.2025 14:10;2,9;42,7;4,9;150;999;122,2166667;7,333;0
23.11.2025 14:20;3;42,5;5,3;150;998,7;122,2166667;7,333;0
23.11.2025 14:30;3,3;42,4;5,7;150;998,3;122,2166667;7,333;0
23.11.2025 14:40;3,5;40,7;5,8;150;998,2;122,2166667;7,333;0
23.11.2025 14:50;3,4;41,6;6,1;150;998,1;122,2166667;7,333;0
23.11.2025 15:00;3,4;41,8;6,2;150;997,6;11,11666667;0,667;0
23.11.2025 15:10;3,3;43;5,9;150;997,4;11,11666667;0,667;0
23.11.2025 15:20;3,4;42;6,5;150;997,1;11,11666667;0,667;0
23.11.2025 15:30;3,4;43;6,5;150;996,7;11,11666667;0,667;0
23.11.2025 15:40;3,4;43,4;7,2;150;996,5;11,11666667;0,667;0
23.11.2025 15:50;3,3;44,8;6,1;150;996,3;11,11666667;0,667;0
23.11.2025 16:00;3,2;45,2;6,3;150;996;5,55;0,333;0
23.11.2025 16:10;3,2;46,6;6,2;150;995,8;5,55;0,333;0
23.11.2025 16:20;3,2;48;6,2;150;995,6;5,55;0,333;0
23.11.2025 16:30;3,2;48,3;5,7;150;995,3;5,55;0,333;0
23.11.2025 16:40;3,2;49,4;6,1;150;995,1;5,55;0,333;0
23.11.2025 16:50;3;50,4;5,1;150;994,9;5,55;0,333;0
23.11.2025 17:00;3;51,5;5,8;150;994,9;0;0;0
23.11.2025 17:10;3;52,4;5,5;150;994,5;0;0;0
23.11.2025 17:20;3;52,9;5,6;150;994,2;0;0;0
23.11.2025 17:30;3,1;52,8;5,3;160;994,2;0;0;0
23.11.2025 17:40;3;55,4;6,8;160;994,2;0;0;0
23.11.2025 17:50;2,7;61,9;6,8;170;994,1;0;0;0
23.11.2025 18:00;2,4;68,3;6;170;994,2;0;0;0
23.11.2025 18:10;1,2;80,7;6,9;180;994,3;0;0;0
23.11.2025 18:20;1;86,3;4,7;170;994,2;0;0;0,01
23.11.2025 18:30;0,7;90,5;4,1;150;994,1;0;0;0
23.11.2025 18:40;0,6;93,2;3,6;150;994;0;0;0
23.11.2025 18:50;0,5;94,7;3,7;150;993,8;0;0;0
23.11.2025 19:00;0,4;94,9;4,3;150;993,7;0;0;0,05
23.11.2025 19:10;0,2;95,4;4,5;150;993,6;0;0;0,09
23.11.2025 19:20;0,2;95,9;4,9;150;993,4;0;0;0,16
23.11.2025 19:30;0,2;96;4,5;160;993,3;0;0;0,03
23.11.2025 19:40;0,2;96,4;3,9;160;993,2;0;0;0,08
23.11.2025 19:50;0,3;95,9;4,1;150;993,1;0;0;0,01
23.11.2025 20:00;0,3;96,3;3,9;160;993;0;0;0
23.11.2025 20:10;0,4;96,4;3,7;160;992,9;0;0;0
23.11.2025 20:20;0,5;96,3;4;170;993;0;0;0
23.11.2025 20:30;0,5;96,4;4;170;992,9;0;0;0
23.11.2025 20:40;0,6;96;4;160;992,8;0;0;0
23.11.2025 20:50;0,6;96,5;3,5;160;992,7;0;0;0
23.11.2025 21:00;0,7;96,6;3,4;160;992,6;0;0;0
23.11.2025 21:10;0,7;96,2;3,5;160;992,5;0;0;0
23.11.2025 21:20;0,8;96,6;3,4;160;992,4;0;0;0
23.11.2025 21:30;0,9;96,2;3,5;160;992,3;0;0;0
23.11.2025 21:40;0,9;96,2;3,4;160;992,2;0;0;0
23.11.2025 21:50;1;96;3,4;170;992,1;0;0;0
23.11.2025 22:00;1;96,2;2,7;160;992,1;0;0;0
23.11.2025 22:10;1,1;95,2;2,8;160;992;0;0;0
23.11.2025 22:20;1,2;94,3;3,2;160;991,9;0;0;0
23.11.2025 22:30;1,4;93,4;3;170;991,8;0;0;0
23.11.2025 22:40;1,4;93,7;2,8;160;991,6;0;0;0
23.11.2025 22:50;1,7;92,9;2,7;160;991,5;0;0;0
23.11.2025 23:00;1,8;92,5;2,9;170;991,4;0;0;0
23.11.2025 23:10;2;91,7;3;170;991,3;0;0;0
23.11.2025 23:20;2,1;91,9;2,6;170;991,2;0;0;0
23.11.2025 23:30;2,3;91;3;170;991,1;0;0;0
23.11.2025 23:40;2,4;91,2;2,2;150;991,1;0;0;0
23.11.2025 23:50;2,7;89,9;2,1;180;991,1;0;0;0
24.11.2025 00:00;2,7;90,2;2,9;180;990,9;0;0;0
24.11.2025 00:10;2,9;89,7;3,5;180;990,9;0;0;0
24.11.2025 00:20;3,1;88,7;4,1;180;990,8;0;0;0
24.11.2025 00:30;3,2;88,9;4,1;190;990,9;0;0;0
24.11.2025 00:40;3,3;89,2;4,4;190;990,7;0;0;0,01
24.11.2025 00:50;3,4;89,8;4,6;190;990,7;0;0;0
24.11.2025 01:00;3,5;89,1;4,3;190;990,6;0;0;0
24.11.2025 01:10;3,5;89;4,1;180;990,5;0;0;0
24.11.2025 01:20;3,5;89,6;3,9;190;990,5;0;0;0
24.11.2025 01:30;3,6;89,2;3,9;190;990,4;0;0;0
24.11.2025 01:40;3,6;89,3;4;180;990,5;0;0;0
24.11.2025 01:50;3,7;89,4;3,9;190;990,4;0;0;0
24.11.2025 02:00;3,8;88,9;3,5;180;990,4;0;0;0
24.11.2025 02:10;3,8;88,8;3,6;180;990,3;0;0;0
24.11.2025 02:20;3,9;88,5;3,7;180;990,2;0;0;0
24.11.2025 02:30;4;88,3;3,5;190;990,3;0;0;0
24.11.2025 02:40;4,1;88,1;3,7;190;990,3;0;0;0
24.11.2025 02:50;4,1;88,2;4,1;190;990,3;0;0;0
24.11.2025 03:00;4,1;88,3;3,8;190;990,2;0;0;0
24.11.2025 03:10;4,1;88,4;4,1;190;990,1;0;0;0
24.11.2025 03:20;4,2;88,5;4,1;190;990;0;0;0
24.11.2025 03:30;4,3;88;4,1;190;990;0;0;0
24.11.2025 03:40;4,4;88,1;3,3;200;989,9;0;0;0
24.11.2025 03:50;4,4;88,2;3,6;190;989,9;0;0;0
24.11.2025 04:00;4,5;87,8;3,6;190;989,8;0;0;0
24.11.2025 04:10;4,5;87,7;3,7;190;989,7;0;0;0
24.11.2025 04:20;4,6;87,9;4;190;989,7;0;0;0
24.11.2025 04:30;4,7;87,4;4;190;989,7;0;0;0
24.11.2025 04:40;4,7;88;4,1;190;989,7;0;0;0
24.11.2025 04:50;4,8;87,8;3,9;190;989,6;0;0;0
24.11.2025 05:00;4,8;88,1;3,8;190;989,5;0;0;0
24.11.2025 05:10;4,9;88;3,5;190;989,5;0;0;0
24.11.2025 05:20;5;87,9;3,5;190;989,4;0;0;0
24.11.2025 05:30;5;88,1;3,4;190;989,5;0;0;0
24.11.2025 05:40;5,1;87,9;3,5;200;989,4;0;0;0
24.11.2025 05:50;5,1;88,2;4,2;200;989,2;0;0;0
24.11.2025 06:00;5;88,1;4,4;190;989,2;0;0;0
24.11.2025 06:10;4,9;88,3;4,4;190;989,1;0;0;0
24.11.2025 06:20;5;88,4;4,1;190;989,1;0;0;0
24.11.2025 06:30;5,2;87,8;3,9;200;989,1;0;0;0
24.11.2025 06:40;5,2;88,1;4;200;989,2;0;0;0
24.11.2025 06:50;5,3;87,5;3,7;200;989,2;0;0;0
24.11.2025 07:00;5,4;87;3,6;190;989,2;0;0;0
24.11.2025 07:10;5,4;86,9;3,6;200;989,1;0;0;0
24.11.2025 07:20;5,4;86,5;3,6;190;989,1;0;0;0
24.11.2025 07:30;5,4;87,2;3,4;190;989,1;0;0;0
24.11.2025 07:40;5,4;87,2;3,7;190;989;0;0;0
24.11.2025 07:50;5,4;87,2;3,3;190;988,9;0;0;0
24.11.2025 08:00;5,4;87,4;3,2;190;988,9;5,55;0,333;0
24.11.2025 08:10;5,5;86,1;3,6;190;989;5,55;0,333;0
24.11.2025 08:20;5,6;86;3,6;190;989,1;5,55;0,333;0
24.11.2025 08:30;5,6;85,6;3,7;200;989,1;5,55;0,333;0
24.11.2025 08:40;5,6;86,1;3;190;989;5,55;0,333;0
24.11.2025 08:50;5,5;86,7;3,5;190;989;5,55;0,333;0
24.11.2025 09:00;5,5;86,8;3,2;180;989;27,78333333;1,667;0
24.11.2025 09:10;5,6;86,2;4;180;989;27,78333333;1,667;0
24.11.2025 09:20;5,7;86,5;3,5;180;989,1;27,78333333;1,667;0
24.11.2025 09:30;5,7;85,9;3,3;170;989;27,78333333;1,667;0
24.11.2025 09:40;5,7;85,6;3,3;180;989;27,78333333;1,667;0
24.11.2025 09:50;5,8;84,7;3,5;180;988,9;27,78333333;1,667;0
24.11.2025 10:00;5,9;84,5;3,2;190;988,8;47,21666667;2,833;0
24.11.2025 10:10;6;83,7;3,7;190;988,9;47,21666667;2,833;0
24.11.2025 10:20;6,1;83;4,1;190;988,9;47,21666667;2,833;0
24.11.2025 10:30;6,3;82,8;3,7;190;988,9;47,21666667;2,833;0
24.11.2025 10:40;6,3;82,5;4;200;988,9;47,21666667;2,833;0
24.11.2025 10:50;6,3;82,8;3,7;190;988,8;47,21666667;2,833;0
24.11.2025 11:00;6,4;82,3;3,9;190;988,8;80,55;4,833;0
24.11.2025 11:10;6,5;81,2;4,1;190;988,7;80,55;4,833;0
24.11.2025 11:20;6,5;80,8;3,7;190;988,6;80,55;4,833;0
24.11.2025 11:30;6,6;81,1;4,5;190;988,6;80,55;4,833;0
24.11.2025 11:40;6,6;80,5;4,7;180;988,5;80,55;4,833;0
24.11.2025 11:50;6,6;80,6;3,8;190;988,4;80,55;4,833;0
24.11.2025 12:00;6,7;81,5;4,1;190;988,4;88,88333333;5,333;0
24.11.2025 12:10;6,5;81,3;3,5;200;988,3;88,88333333;5,333;0
24.11.2025 12:20;6,7;82;3,7;190;988,2;88,88333333;5,333;0
24.11.2025 12:30;6,7;81,7;3,4;190;988,1;88,88333333;5,333;0
24.11.2025 12:40;6,7;84,5;3;190;988;88,88333333;5,333;0,02
24.11.2025 12:50;6,7;83,8;2,7;190;988;88,88333333;5,333;0
24.11.2025 13:00;6,7;83,1;2,8;190;987,9;86,11666667;5,167;0,01
24.11.2025 13:10;6,7;84,5;2,3;180;987,9;86,11666667;5,167;0,01
24.11.2025 13:20;6,7;85,1;2,9;190;987,9;86,11666667;5,167;0,01
24.11.2025 13:30;6,9;85;2,9;190;987,9;86,11666667;5,167;0
24.11.2025 13:40;6,9;84,1;3,1;180;987,9;86,11666667;5,167;0
24.11.2025 13:50;6,9;83,3;2,7;190;987,9;86,11666667;5,167;0
24.11.2025 14:00;6,9;85,1;3;190;987,8;33,33333333;2;0,23
24.11.2025 14:10;7;85,9;2,6;190;987,8;33,33333333;2;0
24.11.2025 14:20;7;85,9;2,3;180;987,8;33,33333333;2;0
24.11.2025 14:30;7;84,5;2,7;170;987,8;33,33333333;2;0
24.11.2025 14:40;6,9;85,2;2,9;170;987,8;33,33333333;2;0
24.11.2025 14:50;6,7;86,3;3,4;170;987,9;33,33333333;2;0,01
24.11.2025 15:00;6,5;91;3,2;170;987,9;13,88333333;0,833;0,02
24.11.2025 15:10;6,4;89,1;3;170;987,9;13,88333333;0,833;0,01
24.11.2025 15:20;6,4;90,2;3,1;170;987,9;13,88333333;0,833;0,06
24.11.2025 15:30;6,3;91;2,8;170;988;13,88333333;0,833;0,02
24.11.2025 15:40;6,2;92,4;2,3;160;988;13,88333333;0,833;0
24.11.2025 15:50;6,1;93,2;2,2;160;988,1;13,88333333;0,833;0
24.11.2025 16:00;6;93,8;1,9;160;988,1;2,783333333;0,167;0
24.11.2025 16:10;6;93,9;2,1;150;988,1;2,783333333;0,167;0
24.11.2025 16:20;5,9;94,7;1,9;150;988,1;2,783333333;0,167;0
24.11.2025 16:30;5,9;95,3;1,8;150;988,2;2,783333333;0,167;0
24.11.2025 16:40;5,8;95,5;1,7;150;988,2;2,783333333;0,167;0
24.11.2025 16:50;5,8;95,1;1,7;150;988,3;2,783333333;0,167;0
24.11.2025 17:00;5,8;94,7;1,5;160;988,3;0;0;0,01
24.11.2025 17:10;5,8;94,6;1,5;160;988,4;0;0;0,01
24.11.2025 17:20;5,8;95,2;1,8;160;988,5;0;0;0
24.11.2025 17:30;5,7;95,5;1,5;140;988,5;0;0;0
24.11.2025 17:40;5,7;96,1;1,5;140;988,4;0;0;0
24.11.2025 17:50;5,7;95,7;1,3;130;988,5;0;0;0
24.11.2025 18:00;5,7;95,7;1,9;140;988,6;0;0;0
24.11.2025 18:10;5,6;95,8;1,9;140;988,6;0;0;0
24.11.2025 18:20;5,6;95,6;1,8;140;988,7;0;0;0
24.11.2025 18:30;5,6;96,3;1,4;130;988,8;0;0;0,01
24.11.2025 18:40;5,5;96,8;0,6;130;988,9;0;0;0,01
24.11.2025 18:50;5,5;96,4;0,4;70;989;0;0;0,04
24.11.2025 19:00;5,5;96,3;0,8;100;989,1;0;0;0,08
24.11.2025 19:10;5,4;96,9;0,8;120;989,1;0;0;0,04
24.11.2025 19:20;5,4;97,1;1;120;989,2;0;0;0,13
24.11.2025 19:30;5,4;97,1;1,1;130;989,2;0;0;0,21
24.11.2025 19:40;5,4;97,3;1,4;120;989,3;0;0;0,09
24.11.2025 19:50;5,4;98,3;1,2;100;989,4;0;0;0,03
24.11.2025 20:00;5,4;97,1;1,1;110;989,5;0;0;0
24.11.2025 20:10;5,4;97,2;1,1;110;989,6;0;0;0
24.11.2025 20:20;5,3;98;1;120;989,6;0;0;0
24.11.2025 20:30;5,3;97,1;0,9;140;989,7;0;0;0
24.11.2025 20:40;5,2;97,6;0,7;80;989,6;0;0;0
