Wetterstation 1766 FMO;;;;;;;;
Parameter;Durchschnittl. Temperatur;Durschnittl. rel. Luftfeuchtigkeit;Windgeschwindigkeit;Windrichtung;Durchschn. Luftdruck;Globalstrahlung;Globalstrahlung;Gesamtniederschlag
Einheit;┬░C;%;m/s;deg;hPa;umgerechnet in W/m2;J/cm2;mm
H├Âhe d. Messger├ñts ├╝ber Grund;2 m;2 m;10 m;10 m;0 m;o.A.;o.A.;1 m
H├Âhe d. Station ├╝ber NN;47,8 m;47,8 m;47,8 m;47,8 m;47,8 m;o.A.;o.A.;47,8 m
Messmethode;Platin Widerstandsthermometer;Kapazitiver Feuchtesensor;Schalensternanemometer;Windfahne;Digitalbarometer;o.A.;o.A.;Niederschlagskippwaage
MESS_DATUM;TT_10;RF_10;FF_10;DD_10;PP_10/ Luftdruck;FG in W/m2 (Stundensummen);FG in J/cm2 (Stundensummen);RWS_10
24.11.2025 20:50;5,2;97,8;0,6;80;989,7;0;0;0
24.11.2025 21:00;5,1;97;0,8;120;989,8;0;0;0
24.11.2025 21:10;5;98;1,1;140;989,8;0;0;0
24.11.2025 21:20;5;98;1,4;130;989,9;0;0;0
24.11.2025 21:30;5;97,6;1,4;130;990;0;0;0
24.11.2025 21:40;5;97,6;1,5;130;990,1;0;0;0
24.11.2025 21:50;5,1;98,5;1,2;130;990,1;0;0;0
24.11.2025 22:00;5;98;1,3;130;990,1;0;0;0
24.11.2025 22:10;5;97,7;1,8;140;990,2;0;0;0
24.11.2025 22:20;5;97,8;1,6;130;990,3;0;0;0
24.11.2025 22:30;5;98,7;1,1;120;990,4;0;0;0
24.11.2025 22:40;5;98,2;1,2;130;990,4;0;0;0
24.11.2025 22:50;4,9;97,7;1,2;130;990,5;0;0;0
24.11.2025 23:00;4,9;99,2;1,1;140;990,6;0;0;0
24.11.2025 23:10;4,8;98,4;1;90;990,6;0;0;0
24.11.2025 23:20;4,8;98,2;0,6;100;990,7;0;0;0
24.11.2025 23:30;4,7;98,4;0,9;110;990,8;0;0;0
24.11.2025 23:40;4,8;98;0,6;120;990,9;0;0;0
24.11.2025 23:50;4,7;98,4;0,9;100;990,9;0;0;0
25.11.2025 00:00;4,5;98,7;0,9;80;990,9;0;0;0
25.11.2025 00:10;4,3;98;0,8;120;990,9;0;0;0
25.11.2025 00:20;3,9;98,4;0,9;90;990,9;0;0;0
25.11.2025 00:30;4,1;98,9;1,3;70;991;0;0;0
25.11.2025 00:40;3,7;99,5;1,4;60;991;0;0;0
25.11.2025 00:50;4;98,3;1,4;100;991;0;0;0
25.11.2025 01:00;4,1;98,7;1,1;90;991;0;0;0
25.11.2025 01:10;3,9;99,4;1,6;140;991,1;0;0;0
25.11.2025 01:20;3,9;99,4;0,9;60;991,1;0;0;0
25.11.2025 01:30;3,7;99,8;0,5;90;991,2;0;0;0
25.11.2025 01:40;3,7;98,6;0,7;130;991,3;0;0;0
25.11.2025 01:50;3,5;98,8;1,1;150;991,4;0;0;0
25.11.2025 02:00;3,6;98,6;1,6;150;991,5;0;0;0
25.11.2025 02:10;3,5;98,9;1,5;140;991,6;0;0;0
25.11.2025 02:20;3,6;98,2;1,8;140;991,7;0;0;0
25.11.2025 02:30;3,6;98,2;2;140;991,8;0;0;0
25.11.2025 02:40;3,6;98,9;1,3;120;991,9;0;0;0
25.11.2025 02:50;3,6;97,7;1,3;140;992;0;0;0
25.11.2025 03:00;3,6;99;0,6;90;992,1;0;0;0
25.11.2025 03:10;3,6;98,6;0,4;50;992,2;0;0;0
25.11.2025 03:20;3,6;97,7;0,5;170;992,3;0;0;0,01
25.11.2025 03:30;3,6;98,4;0,5;90;992,4;0;0;0,07
25.11.2025 03:40;3,6;97,7;0,9;40;992,5;0;0;0,13
25.11.2025 03:50;3,6;97,7;1;50;992,5;0;0;0,08
25.11.2025 04:00;3,5;98,3;1,1;50;992,6;0;0;0,12
25.11.2025 04:10;3,5;98;1,4;30;992,6;0;0;0,12
25.11.2025 04:20;3,5;98,9;0,5;40;992,6;0;0;0,11
25.11.2025 04:30;3,5;97,5;0,3;140;992,7;0;0;0,1
25.11.2025 04:40;3,5;98,9;0,3;130;992,8;0;0;0,25
25.11.2025 04:50;3,5;97,8;1,2;30;992,9;0;0;0,61
25.11.2025 05:00;3,5;98,8;1,6;30;993;0;0;0,78
25.11.2025 05:10;3,5;98,2;1,6;20;993,2;0;0;0,51
25.11.2025 05:20;3,6;98,3;1,9;20;993,2;0;0;0,73
25.11.2025 05:30;3,6;98,5;1,8;20;993,3;0;0;0,55
25.11.2025 05:40;3,6;99,3;1,2;20;993,4;0;0;0,44
25.11.2025 05:50;3,6;98,8;0,7;40;993,5;0;0;0,43
25.11.2025 06:00;3,6;98;0,4;90;993,5;0;0;0,28
25.11.2025 06:10;3,6;98,4;0,4;100;993,6;0;0;0,31
25.11.2025 06:20;3,6;99,1;0,7;60;993,7;0;0;0,18
25.11.2025 06:30;3,6;98,7;1,1;40;993,8;0;0;0,23
25.11.2025 06:40;3,6;99,2;0,8;40;994;0;0;0,12
25.11.2025 06:50;3,6;99,2;0,7;40;994,1;0;0;0,18
25.11.2025 07:00;3,6;97,6;0,3;360;994,2;0;0;0,28
25.11.2025 07:10;3,7;98;0,3;240;994,3;0;0;0,28
25.11.2025 07:20;3,7;99,3;0,7;290;994,4;0;0;0,22
25.11.2025 07:30;3,7;98,9;0,9;310;994,6;0;0;0,25
25.11.2025 07:40;3,6;99,3;0,7;290;994,7;0;0;0,19
25.11.2025 07:50;3,6;99;0,6;290;994,9;0;0;0,11
25.11.2025 08:00;3,7;98,3;1;320;995,1;2,783333333;0,167;0,12
25.11.2025 08:10;3,7;99,5;1,1;330;995,2;2,783333333;0,167;0,02
25.11.2025 08:20;3,8;99,3;1;340;995,4;2,783333333;0,167;0,11
25.11.2025 08:30;3,9;98,2;1,1;340;995,5;2,783333333;0,167;0,06
25.11.2025 08:40;4;98,6;1,2;350;995,7;2,783333333;0,167;0,01
25.11.2025 08:50;4;97,3;1,5;340;995,9;2,783333333;0,167;0
25.11.2025 09:00;4;97,2;2,5;340;996,1;30,55;1,833;0
25.11.2025 09:10;3,9;97,3;3,5;350;996,3;30,55;1,833;0
25.11.2025 09:20;3,7;98,3;3,3;350;996,5;30,55;1,833;0
25.11.2025 09:30;3,7;98,3;2,9;350;996,6;30,55;1,833;0
25.11.2025 09:40;3,6;98,9;2,9;350;996,8;30,55;1,833;0
25.11.2025 09:50;3,4;98,9;3,4;350;996,9;30,55;1,833;0
25.11.2025 10:00;3,3;99,4;3,5;360;997,2;94,45;5,667;0
25.11.2025 10:10;3,2;99,8;3;10;997,4;94,45;5,667;0
25.11.2025 10:20;3,4;100;3,2;360;997,4;94,45;5,667;0
25.11.2025 10:30;3,5;100;2,4;10;997,7;94,45;5,667;0
25.11.2025 10:40;3,5;99,5;2,4;10;997,9;94,45;5,667;0
25.11.2025 10:50;3,6;99,9;2,2;10;998,1;94,45;5,667;0
25.11.2025 11:00;3,5;98,6;2,1;10;998,2;116,6666667;7;0
25.11.2025 11:10;3,4;98,5;2,9;20;998,4;116,6666667;7;0
25.11.2025 11:20;3,3;99,1;2,7;20;998,5;116,6666667;7;0
25.11.2025 11:30;3,2;98,7;1,7;30;998,6;116,6666667;7;0
25.11.2025 11:40;3,5;99,3;2;20;998,6;116,6666667;7;0
25.11.2025 11:50;3,4;98,4;1,9;360;998,5;116,6666667;7;0
25.11.2025 12:00;3,5;98,5;2;360;998,6;127,7833333;7,667;0
25.11.2025 12:10;3,6;98,3;1,9;350;998,6;127,7833333;7,667;0
25.11.2025 12:20;3,5;98,1;2,3;340;998,7;127,7833333;7,667;0
25.11.2025 12:30;3,6;97,8;2,1;350;998,7;127,7833333;7,667;0
25.11.2025 12:40;3,7;97,1;2,2;350;998,8;127,7833333;7,667;0
25.11.2025 12:50;3,8;97;1,8;350;998,9;127,7833333;7,667;0
25.11.2025 13:00;4,1;96,4;1,7;350;998,9;61,11666667;3,667;0
25.11.2025 13:10;4,1;95,4;2,2;320;998,9;61,11666667;3,667;0
25.11.2025 13:20;4,1;92,9;2,8;350;999,1;61,11666667;3,667;0
25.11.2025 13:30;4,3;93,2;2,8;30;999,2;61,11666667;3,667;0
25.11.2025 13:40;4,3;94,1;2,4;10;999,2;61,11666667;3,667;0
25.11.2025 13:50;4,3;92,6;2,7;10;999,4;61,11666667;3,667;0
25.11.2025 14:00;4,6;94,1;1,9;360;999,5;36,11666667;2,167;0
25.11.2025 14:10;4,6;93,2;1,9;330;999,5;36,11666667;2,167;0
25.11.2025 14:20;4,5;92,4;2,2;350;999,6;36,11666667;2,167;0
25.11.2025 14:30;4,7;92,8;1,8;360;999,8;36,11666667;2,167;0
25.11.2025 14:40;4,6;94,3;2,3;340;999,9;36,11666667;2,167;0
25.11.2025 14:50;4,4;92,8;2,3;330;1000,1;36,11666667;2,167;0
25.11.2025 15:00;4,3;93,7;3,2;320;1000,2;16,66666667;1;0
25.11.2025 15:10;4,2;95,1;2,5;330;1000,4;16,66666667;1;0
25.11.2025 15:20;4;95,3;3,4;330;1000,7;16,66666667;1;0
25.11.2025 15:30;3,9;95,4;2,9;330;1000,8;16,66666667;1;0
25.11.2025 15:40;3,8;95,4;3,2;330;1001;16,66666667;1;0
25.11.2025 15:50;3,8;94,7;3,1;330;1001,1;16,66666667;1;0
25.11.2025 16:00;3,8;94,3;3,6;330;1001,2;2,783333333;0,167;0
25.11.2025 16:10;3,6;94;3,5;350;1001,4;2,783333333;0,167;0
25.11.2025 16:20;3,6;94,3;3,5;360;1001,5;2,783333333;0,167;0
25.11.2025 16:30;3,6;94,7;3,2;360;1001,7;2,783333333;0,167;0
25.11.2025 16:40;3,6;94,9;2,4;360;1001,8;2,783333333;0,167;0
25.11.2025 16:50;3,6;95,1;2,2;10;1001,9;2,783333333;0,167;0
25.11.2025 17:00;3,7;95,3;1,8;10;1002;0;0;0
25.11.2025 17:10;3,6;94,3;2,1;30;1002,1;0;0;0
25.11.2025 17:20;3,7;95,7;1,3;50;1002,1;0;0;0
25.11.2025 17:30;3,7;94,3;1;40;1002,3;0;0;0
25.11.2025 17:40;3,7;94,4;1,7;30;1002,4;0;0;0
25.11.2025 17:50;3,7;93,7;1,5;40;1002,5;0;0;0
25.11.2025 18:00;3,8;94,5;2,2;30;1002,8;0;0;0
25.11.2025 18:10;3,8;94,9;1,4;30;1003;0;0;0
25.11.2025 18:20;3,8;94,1;0,6;60;1003,2;0;0;0
25.11.2025 18:30;3,8;94;0,7;60;1003,3;0;0;0
25.11.2025 18:40;3,8;93,8;0,7;60;1003,4;0;0;0
25.11.2025 18:50;3,8;93,8;0,7;310;1003,6;0;0;0
25.11.2025 19:00;3,8;95,6;1,2;280;1003,7;0;0;0
25.11.2025 19:10;3,8;95,7;0,3;160;1003,8;0;0;0
25.11.2025 19:20;3,8;95,2;0,3;160;1004;0;0;0
25.11.2025 19:30;3,7;96,6;1,1;130;1004;0;0;0
25.11.2025 19:40;3,5;96;0,6;120;1004,2;0;0;0
25.11.2025 19:50;3,1;96,2;0,7;80;1004,3;0;0;0
25.11.2025 20:00;3,2;97,6;0,9;40;1004,4;0;0;0
25.11.2025 20:10;2,5;97,8;0,8;290;1004,6;0;0;0
25.11.2025 20:20;2,6;98;0,7;300;1004,6;0;0;0
25.11.2025 20:30;2,4;97,5;1,6;310;1004,8;0;0;0
25.11.2025 20:40;2,5;97,9;1,1;280;1004,9;0;0;0
25.11.2025 20:50;2,7;99;0,6;210;1005,1;0;0;0
25.11.2025 21:00;3;98,2;0,4;250;1005,1;0;0;0
25.11.2025 21:10;2,9;98,1;1;280;1005,1;0;0;0
25.11.2025 21:20;2,9;98,9;1,8;290;1005,2;0;0;0
25.11.2025 21:30;3;98,8;1;320;1005,4;0;0;0
25.11.2025 21:40;3,1;99,3;0,6;40;1005,6;0;0;0
25.11.2025 21:50;3,2;98,8;0,4;30;1005,8;0;0;0
25.11.2025 22:00;3,3;97,9;0,9;40;1006;0;0;0
25.11.2025 22:10;3,4;97,8;1,1;20;1006,2;0;0;0
25.11.2025 22:20;3,5;98,1;1;20;1006,2;0;0;0
25.11.2025 22:30;3,6;97,7;0,9;30;1006,2;0;0;0
25.11.2025 22:40;3,7;97,3;1;10;1006,2;0;0;0
25.11.2025 22:50;3,7;96,3;1,6;20;1006,4;0;0;0
25.11.2025 23:00;3,7;97;1,7;20;1006,4;0;0;0
25.11.2025 23:10;3,7;96,7;1,5;10;1006,5;0;0;0
25.11.2025 23:20;3,7;96,1;1,5;30;1006,7;0;0;0
25.11.2025 23:30;3,7;95;2,2;20;1006,8;0;0;0
25.11.2025 23:40;3,7;93,7;2,6;30;1006,9;0;0;0
25.11.2025 23:50;3,7;94,2;2,5;30;1007;0;0;0
26.11.2025 00:00;3,7;93,7;2,6;40;1007,2;0;0;0
26.11.2025 00:10;3,7;94;2;40;1007,3;0;0;0
26.11.2025 00:20;3,6;93,8;3,6;20;1007,5;0;0;0
26.11.2025 00:30;3,6;94,3;3,7;20;1007,6;0;0;0
26.11.2025 00:40;3,7;95,6;2,1;30;1007,7;0;0;0
26.11.2025 00:50;3,7;95,2;1,5;20;1007,8;0;0;0
26.11.2025 01:00;3,7;94,1;1,2;350;1007,9;0;0;0
26.11.2025 01:10;3,7;94,4;2,2;350;1007,9;0;0;0
26.11.2025 01:20;3,7;93,2;2,1;350;1008;0;0;0
26.11.2025 01:30;3,7;92,7;2;330;1008;0;0;0
26.11.2025 01:40;3,7;93,6;2;330;1008;0;0;0
26.11.2025 01:50;3,7;94,7;1,5;310;1008,1;0;0;0
26.11.2025 02:00;3,7;94,8;1,3;340;1008,3;0;0;0
26.11.2025 02:10;3,7;94;1,7;330;1008,3;0;0;0
26.11.2025 02:20;3,5;94,7;1,8;330;1008,4;0;0;0
26.11.2025 02:30;3,7;94,6;2,6;340;1008,6;0;0;0
26.11.2025 02:40;3,7;95,1;2,7;340;1008,7;0;0;0
26.11.2025 02:50;3,8;94,6;2,1;340;1008,6;0;0;0
26.11.2025 03:00;3,9;94,4;2,3;340;1008,8;0;0;0
26.11.2025 03:10;3,9;94,9;2;340;1008,8;0;0;0
26.11.2025 03:20;3,9;93,6;2;350;1008,9;0;0;0
26.11.2025 03:30;3,9;93,1;2,1;330;1009;0;0;0
26.11.2025 03:40;4,1;91,1;3,1;350;1009,1;0;0;0
26.11.2025 03:50;4;90,5;1,7;350;1009,1;0;0;0
26.11.2025 04:00;3,9;90,4;2,7;360;1009,2;0;0;0
26.11.2025 04:10;3,8;89,9;2,9;360;1009,2;0;0;0
26.11.2025 04:20;3,8;89,4;2,7;10;1009,3;0;0;0
26.11.2025 04:30;3,7;88,7;3,4;10;1009,4;0;0;0
26.11.2025 04:40;3,5;87,4;3,6;10;1009,5;0;0;0
26.11.2025 04:50;3,6;88,7;3;20;1009,5;0;0;0
26.11.2025 05:00;3,5;89;1,8;10;1009,7;0;0;0
26.11.2025 05:10;3,5;88;2,4;20;1009,9;0;0;0
26.11.2025 05:20;3,5;88,4;2,6;30;1010,1;0;0;0
26.11.2025 05:30;3,5;89;2,6;360;1010,2;0;0;0
26.11.2025 05:40;3,4;89,6;2,2;30;1010,3;0;0;0
26.11.2025 05:50;3,4;88,7;1,8;10;1010,4;0;0;0
26.11.2025 06:00;3,4;90,5;1,8;360;1010,6;0;0;0
26.11.2025 06:10;3,4;89,4;1,5;360;1010,7;0;0;0
26.11.2025 06:20;3,4;90;1,5;360;1010,8;0;0;0
26.11.2025 06:30;3,4;89,7;1,3;350;1010,9;0;0;0
26.11.2025 06:40;3,4;90,9;1,3;340;1011;0;0;0
26.11.2025 06:50;3,4;90,2;1,4;330;1011,2;0;0;0
26.11.2025 07:00;3,4;90,9;1,3;340;1011,3;0;0;0
26.11.2025 07:10;3,4;92,1;1,4;340;1011,4;0;0;0
26.11.2025 07:20;3,5;92,2;1,9;350;1011,6;0;0;0
26.11.2025 07:30;3,4;91,5;2,7;350;1011,7;0;0;0
26.11.2025 07:40;3,5;90,1;2,7;360;1011,8;0;0;0
26.11.2025 07:50;3,4;91;1,9;350;1011,9;0;0;0
26.11.2025 08:00;3,4;90,9;1,5;340;1012;5,55;0,333;0
26.11.2025 08:10;3,5;92,4;1,2;330;1012,2;5,55;0,333;0
26.11.2025 08:20;3,5;92,2;1,1;10;1012,3;5,55;0,333;0
26.11.2025 08:30;3,4;90,6;0,5;60;1012,3;5,55;0,333;0
26.11.2025 08:40;3,5;90,4;0,6;360;1012,5;5,55;0,333;0
26.11.2025 08:50;3,5;91,1;1,4;330;1012,8;5,55;0,333;0
26.11.2025 09:00;3,5;91,8;1,3;330;1012,9;30,55;1,833;0
26.11.2025 09:10;3,6;92,9;1,6;340;1013;30,55;1,833;0
26.11.2025 09:20;3,6;91,8;1,3;350;1013;30,55;1,833;0
26.11.2025 09:30;3,6;91,2;1,1;340;1013,2;30,55;1,833;0
26.11.2025 09:40;3,6;90,6;1,1;330;1013,3;30,55;1,833;0
26.11.2025 09:50;3,8;92,2;1,3;330;1013,4;30,55;1,833;0
26.11.2025 10:00;3,7;91,6;1,7;330;1013,5;50;3;0
26.11.2025 10:10;3,9;92,7;1,8;340;1013,6;50;3;0
26.11.2025 10:20;3,8;91,2;1,4;350;1013,6;50;3;0
26.11.2025 10:30;3,9;91,9;1,5;350;1013,7;50;3;0
26.11.2025 10:40;4;92,2;1,4;340;1013,8;50;3;0
26.11.2025 10:50;4;91;1,3;320;1013,9;50;3;0
26.11.2025 11:00;4,1;92,1;1,3;340;1013,9;77,78333333;4,667;0
26.11.2025 11:10;4,1;91,6;1,5;340;1014;77,78333333;4,667;0
26.11.2025 11:20;4,1;91,4;1,6;350;1014;77,78333333;4,667;0
26.11.2025 11:30;4,3;91,1;1,8;330;1014,1;77,78333333;4,667;0
26.11.2025 11:40;4,4;90,6;2,5;350;1014,1;77,78333333;4,667;0
26.11.2025 11:50;4,2;89,5;2,6;10;1014,1;77,78333333;4,667;0
26.11.2025 12:00;4,4;88,9;1,7;360;1014,1;111,1166667;6,667;0
26.11.2025 12:10;4,7;87,8;2,2;360;1014,1;111,1166667;6,667;0
26.11.2025 12:20;4,6;86,8;2,5;360;1014,1;111,1166667;6,667;0
26.11.2025 12:30;4,7;87,5;2,7;350;1014,1;111,1166667;6,667;0
26.11.2025 12:40;4,9;87,4;2,4;340;1014;111,1166667;6,667;0
26.11.2025 12:50;4,8;86,4;2,2;330;1014,1;111,1166667;6,667;0
26.11.2025 13:00;5,1;84,4;1,9;330;1014,1;116,6666667;7;0
26.11.2025 13:10;4,8;83,9;2,5;350;1014,1;116,6666667;7;0
26.11.2025 13:20;5,2;85,2;2,3;340;1014,2;116,6666667;7;0
26.11.2025 13:30;4,8;85,2;2,6;330;1014,2;116,6666667;7;0
26.11.2025 13:40;4,8;84,3;1,8;330;1014,2;116,6666667;7;0
26.11.2025 13:50;4,9;84,6;1,5;280;1014,1;116,6666667;7;0
26.11.2025 14:00;5,4;80,7;1,2;260;1014,1;94,45;5,667;0
26.11.2025 14:10;5,5;79,6;1,5;250;1014,1;94,45;5,667;0
26.11.2025 14:20;5,5;81,5;2;250;1014,1;94,45;5,667;0
26.11.2025 14:30;5,6;81,8;2,5;270;1014,1;94,45;5,667;0
26.11.2025 14:40;5,3;84;3,2;300;1014,2;94,45;5,667;0
26.11.2025 14:50;5,2;84,9;2,8;300;1014,1;94,45;5,667;0
26.11.2025 15:00;4,9;84,7;2,6;300;1014,2;33,33333333;2;0
26.11.2025 15:10;4,7;85,8;2,3;300;1014,3;33,33333333;2;0
26.11.2025 15:20;4,6;86,1;2,1;300;1014,4;33,33333333;2;0
26.11.2025 15:30;4,6;86;1,8;310;1014,4;33,33333333;2;0
26.11.2025 15:40;4,5;86;1,4;320;1014,2;33,33333333;2;0
26.11.2025 15:50;4,2;87,1;2;340;1014,2;33,33333333;2;0
26.11.2025 16:00;4,4;86,1;2,4;330;1014,2;2,783333333;0,167;0
26.11.2025 16:10;4,5;83,1;2,8;330;1014,4;2,783333333;0,167;0
26.11.2025 16:20;4,6;83,5;2,1;320;1014,4;2,783333333;0,167;0
26.11.2025 16:30;4,7;81,1;1,9;300;1014,5;2,783333333;0,167;0
26.11.2025 16:40;4,5;84,7;1,4;330;1014,6;2,783333333;0,167;0
26.11.2025 16:50;4,5;84;2,1;310;1014,5;2,783333333;0,167;0
26.11.2025 17:00;4,1;88,5;1,5;310;1014,6;0;0;0
26.11.2025 17:10;4,1;85,6;0,7;90;1014,9;0;0;0
26.11.2025 17:20;4;86,7;0,3;260;1015;0;0;0
26.11.2025 17:30;3,9;87,3;0,4;250;1015,2;0;0;0
26.11.2025 17:40;3,7;88;1;240;1015,4;0;0;0
26.11.2025 17:50;3,5;91;1;250;1015,5;0;0;0
26.11.2025 18:00;3,2;90,1;0,6;240;1015,5;0;0;0
26.11.2025 18:10;3;91,1;0,7;290;1015,7;0;0;0
26.11.2025 18:20;2,9;92,7;0,6;290;1015,8;0;0;0
26.11.2025 18:30;3,1;91,1;0,9;270;1015,8;0;0;0
26.11.2025 18:40;3;92,4;1,1;260;1015,9;0;0;0
26.11.2025 18:50;2,8;93,2;0,7;250;1015,8;0;0;0
26.11.2025 19:00;2,7;93,4;0,6;250;1015,9;0;0;0
26.11.2025 19:10;2,1;92,4;0,5;260;1016;0;0;0
26.11.2025 19:20;2,2;95,2;1;220;1015,9;0;0;0
26.11.2025 19:30;1,8;95,9;0,6;220;1016;0;0;0
26.11.2025 19:40;1,1;94,2;0,5;140;1016,1;0;0;0
26.11.2025 19:50;0,7;96,9;0,6;130;1016,1;0;0;0
26.11.2025 20:00;0,6;96,7;0,5;150;1016,3;0;0;0
26.11.2025 20:10;0,4;98,2;0,3;160;1016,3;0;0;0
26.11.2025 20:20;0,2;98,8;0,3;140;1016,2;0;0;0
26.11.2025 20:30;-0,5;97,2;0,3;320;1016,2;0;0;0
26.11.2025 20:40;-1,3;96,8;0,7;310;1016,1;0;0;0
26.11.2025 20:50;-0,9;98,4;0,6;300;1016,1;0;0;0
26.11.2025 21:00;-0,8;97,3;0,4;300;1016,3;0;0;0
26.11.2025 21:10;-0,4;100;0,4;250;1016,2;0;0;0
26.11.2025 21:20;1;98,9;1,7;270;1016,3;0;0;0
26.11.2025 21:30;0,8;99,6;2,4;280;1016,4;0;0;0
26.11.2025 21:40;1;98,3;2,2;250;1016,4;0;0;0
26.11.2025 21:50;0,9;100;1,7;250;1016,3;0;0;0
26.11.2025 22:00;0,8;99,5;1,4;220;1016,2;0;0;0
26.11.2025 22:10;0,6;99,8;1,4;230;1016,2;0;0;0
26.11.2025 22:20;0,7;99,9;2,1;250;1016,3;0;0;0
26.11.2025 22:30;0,9;99,8;2,4;250;1016,2;0;0;0
26.11.2025 22:40;1;100;2,1;230;1016,2;0;0;0
26.11.2025 22:50;0,9;99,8;2,1;230;1016,3;0;0;0
26.11.2025 23:00;0,9;99,5;3;240;1016,1;0;0;0
26.11.2025 23:10;1;100;2,2;230;1016,2;0;0;0
26.11.2025 23:20;1;99,9;2,1;210;1016,3;0;0;0
26.11.2025 23:30;1;100;2;200;1016,3;0;0;0
26.11.2025 23:40;0,9;100;1,8;180;1016,3;0;0;0
26.11.2025 23:50;1;100;2,1;160;1016,2;0;0;0
27.11.2025 00:00;1;100;1,9;170;1016,2;0;0;0
27.11.2025 00:10;1;99,6;2,2;190;1016,2;0;0;0
27.11.2025 00:20;1,2;100;2;210;1016,2;0;0;0
27.11.2025 00:30;1,3;100;2,1;220;1016;0;0;0
27.11.2025 00:40;1,4;100;1,8;200;1015,9;0;0;0
27.11.2025 00:50;1,4;100;1,9;200;1015,8;0;0;0
27.11.2025 01:00;1,5;100;1,9;190;1015,7;0;0;0
27.11.2025 01:10;1,6;100;2;200;1015,5;0;0;0
27.11.2025 01:20;1,7;99,9;2;200;1015,4;0;0;0
27.11.2025 01:30;1,8;99,8;1,8;200;1015,4;0;0;0
27.11.2025 01:40;1,8;99,2;2,2;180;1015,3;0;0;0
27.11.2025 01:50;1,9;98,7;2,6;190;1015,4;0;0;0
27.11.2025 02:00;1,9;98,3;2,4;210;1015,2;0;0;0
27.11.2025 02:10;1,9;98,9;2,2;180;1015,1;0;0;0
27.11.2025 02:20;2;98,3;2,7;180;1015;0;0;0
27.11.2025 02:30;1,9;98,3;2,3;180;1014,9;0;0;0
27.11.2025 02:40;1,6;97,8;3,1;160;1014,8;0;0;0
27.11.2025 02:50;1,5;97,7;3,5;170;1014,7;0;0;0
27.11.2025 03:00;1,6;98,1;3;170;1014,8;0;0;0
27.11.2025 03:10;1,5;97,9;3;170;1014,9;0;0;0
27.11.2025 03:20;1,4;97,2;3,1;180;1014,8;0;0;0
27.11.2025 03:30;1,2;97,4;3,3;180;1014,7;0;0;0
27.11.2025 03:40;1,1;97,5;2,5;180;1014,9;0;0;0
27.11.2025 03:50;1;97,4;2,5;180;1014,9;0;0;0
27.11.2025 04:00;0,7;97,2;2,5;180;1014,9;0;0;0
27.11.2025 04:10;0,6;96,9;2,9;170;1014,6;0;0;0
27.11.2025 04:20;0,6;96,6;3,2;160;1014,7;0;0;0
27.11.2025 04:30;0,5;96,9;2,9;170;1014,6;0;0;0
27.11.2025 04:40;0,5;97;2,8;160;1014,2;0;0;0
27.11.2025 04:50;0,4;97;2,6;160;1014,3;0;0;0
27.11.2025 05:00;0,3;96,4;2,7;170;1014,2;0;0;0
27.11.2025 05:10;0,4;95,5;3,1;180;1014,1;0;0;0
27.11.2025 05:20;0,5;94,9;2,9;170;1014;0;0;0
27.11.2025 05:30;0,5;94,7;2,5;170;1014,3;0;0;0
27.11.2025 05:40;0,6;93,9;2,6;160;1014,2;0;0;0
27.11.2025 05:50;0,7;93,8;2,7;160;1014,2;0;0;0
27.11.2025 06:00;0,8;92,4;2,9;170;1014,1;0;0;0
27.11.2025 06:10;0,8;91,9;3;170;1013,9;0;0;0
27.11.2025 06:20;1;90,3;3,2;180;1013,8;0;0;0
27.11.2025 06:30;1,1;87,5;3,5;180;1013,6;0;0;0
27.11.2025 06:40;1;87,8;3,4;180;1013,6;0;0;0
27.11.2025 06:50;1;88,1;3;170;1013,6;0;0;0
27.11.2025 07:00;1;87,9;3,1;170;1013,5;0;0;0
27.11.2025 07:10;1,1;87,8;3;180;1013,5;0;0;0
27.11.2025 07:20;1,3;87,1;3,1;170;1013,4;0;0;0
27.11.2025 07:30;1,5;86,5;2,8;170;1013,5;0;0;0
27.11.2025 07:40;1,6;86,6;3,1;170;1013,3;0;0;0
27.11.2025 07:50;1,7;85,8;3,1;170;1013,2;0;0;0
27.11.2025 08:00;1,7;85,6;3,2;160;1013,2;8,333333333;0,5;0
27.11.2025 08:10;1,8;85,1;3;170;1013,1;8,333333333;0,5;0
27.11.2025 08:20;1,9;85,2;3,2;170;1013,1;8,333333333;0,5;0
27.11.2025 08:30;2;84,8;3,2;170;1013;8,333333333;0,5;0
27.11.2025 08:40;2,1;84,4;3,4;170;1013,1;8,333333333;0,5;0
27.11.2025 08:50;2,2;83,1;3,4;170;1013,1;8,333333333;0,5;0
27.11.2025 09:00;2,3;84,9;3,5;170;1013,1;38,88333333;2,333;0
27.11.2025 09:10;2,4;83,8;3,5;170;1012,9;38,88333333;2,333;0
27.11.2025 09:20;2,6;82,9;3,2;180;1012,9;38,88333333;2,333;0
27.11.2025 09:30;2,8;83;3,7;180;1012,8;38,88333333;2,333;0
27.11.2025 09:40;2,9;82,6;3,4;180;1012,9;38,88333333;2,333;0
27.11.2025 09:50;3,1;82,9;4;180;1012,9;38,88333333;2,333;0
27.11.2025 10:00;3,2;83,1;4;170;1012,7;58,33333333;3,5;0
27.11.2025 10:10;3,3;83,7;3,9;170;1012,7;58,33333333;3,5;0
